date;video_id;video_title;video_description
2020/01/19;OnjFRhzhvDk;JANUARY SALES PICK UPS & TRY - PARAJUMPERS, COMPANY, CALVIN KLEIN, Y-3.;"DOWNLOAD Shoptagr: 
https://www.clkmg.com/shoptagr_inc/hoxtontrend01
This video has been sponsored by Shoptagr

▼ WHERE I PICKED UP THE ITEMS IN THIS VIDEO

Cp company black down jacket - https://bit.ly/2TyYDff
Adidas Nite Jogger Trainers - https://prf.hn/l/64vn0W7
Only & Sons Black Cargo - http://tidd.ly/e5e9cddd
Only & Sons Green Cargo - http://tidd.ly/925b9751
Diadora - http://tinyurl.com/u33ng3w
Calvin Klien Hoody Black - http://tinyurl.com/rnvwbf3
Tommy Hilfiger Grey Sweat - http://tinyurl.com/t773rbq
A Life Hoody - http://tidd.ly/76aaa11
Adidas Y3 Raito Trainers - https://bit.ly/2uhAEq0
Adidas Y3 hats - https://bit.ly/2tovOHM
Parajumpers Gobi  Jacket - http://tidd.ly/5c7e3981
BooHoo Man Cargo Jogs - http://tidd.ly/a03df51


▼ SEE MORE CURRENT SALES
CLICK HERE TO ACCESS https://thehoxtontrend.com

▼ BIO
So lots of my followers have asked me to look at getting some lower priced items to review so I thought I'd pick up so bits in the january sales and let you know what type of stuff is out there.


▼ NEW WEBSITE
Find the latest deals, new releases and fashion info right here.
http://www.thehoxtontrend.com/

▼ GET IN TOUCH  
helpmehox@thehoxtontrend.com

▼ INSTAGRAM
Official Instagram https://www.instagram.com/thehoxtontrend Personal Store https://www.instagram.com/hoxtonswardrobe/ Personal Instagram https://www.instagram.com/thehoxtontravels/
Learn to Spot Fakes https://www.instagram.com/fakespotta/
Clothing Archive https://www.instagram.com/theclothingarchive/

Twitter https://twitter.com/TheHoxtonTrend
Snap https://www.snapchat.com/add/jetsetjones
 
▼ RECOMMENDED
Below are my quick recommended places to shop, there is much more on my website but for those who are strapped for time the below list should get you started if your looking for trusted shops to buy from online.

▼ WHAT I USE TO MAKE VIDEOS
Camera http://tidd.ly/125cd154
Tripod http://tidd.ly/8c63eb0b
SDCards http://tidd.ly/b695242d
Laptop http://tidd.ly/691d950e
GoPro http://tidd.ly/a65064e0

Disclaimer : Clothing is my passion and I express this through YouTube and all my other social media platforms and other media for free. As much as I have researched into the many different brands, retailers and products, the informative content I produce is all of my own opinions, which you are free to use. I strongly advise that you also ensure that you carry out your own research so you can be fully informed on any information I have provided. 

The links used in this description earn a commission whenever a purchase is made, this helps go towards creating more great videos for my followers and as well as any other products or services we create at TheHoxtonTrend. WE ONLY promote stores which WE feel are a good fit for my followers, I will never promote a store or brand if I don’t feel it fits or is right for my audience no matter what. Our followers will always come first as they have supported me enough to be in the position that i’m in."
2019/12/30;iA27B9BmhlQ;TOP 10 CLOTHING RETAILERS TO LOOK OUT FOR IN 2020;"▼NEIL BARRETT HOODIE WORN IN THIS VIDEO http://tidd.ly/61caae19
▼ OUR TOP RETAILERS TO LOOK OUT FOR in 2020  ALL IF WHICH ARE HAVING SALES NOW

SEVENSTORE - UP TO 40% OFF 
http://tidd.ly/338c4b46

MODES - UP TO 50% OFF DESIGNER LUXURY BRANDS
https://bit.ly/37pfYdY

DIFFUSION ONLINE - UP TO 80% OFF PREMIUM BRANDS 
https://prf.hn/l/7RkonGr

MR PORTER - UP TO 50% OFF HIGH END DESIGNER BRANDS & FOOTWEAR
https://prf.hn/l/6lDWL06

REPERTOIRE FASHION - UP TO 30% PREMIUM WEAR & CASUAL BRANDS 
https://prf.hn/l/KjD3Znr

SLAMJAM - UP TO 50% OFF DESIGNERWEAR - 
http://tinyurl.com/w5fwldo

FOOTPATROL - UP TO 50% OFF TRAINERS & SPORTSWEAR
https://bit.ly/37xmWxZ

BROTHER 2 BROTHER - UP TO 40% PREMIUM & HIGH END BRANDS
https://bit.ly/2F5HYay

SSENSE - UP TO 70% PREMIUM LUXURY ITEMS
https://bit.ly/2QzuBom

ASOS - UP TO 60% OFF PREMIUM BRANDS AND BEST FOR UNDER £100
https://bit.ly/39kBK4F

For A Full List Of The Best Designer & Footwear Sales Around - CLICK HERE - https://thehoxtontrend.com/sales-codes-hoxton-trend/
 
▼ BIO
So lots of my followers have asked me to look at some of my fave places to shop this XMAS. In this video i've highlighted some of my fave trusted stores for you to check out for 2020 and the best deals i've come across online so far. Enjoy

▼ NEW WEBSITE
Find the latest deals, new releases and fashion info right here.
http://www.thehoxtontrend.com/

▼ GET IN TOUCH  
helpmehox@thehoxtontrend.com

▼ INSTAGRAM
Official Instagram https://www.instagram.com/thehoxtontrend Personal Store https://www.instagram.com/hoxtonswardrobe/ Personal Instagram https://www.instagram.com/thehoxtontravels/
Learn to Spot Fakes https://www.instagram.com/fakespotta/
Clothing Archive https://www.instagram.com/theclothingarchive/

Twitter https://twitter.com/TheHoxtonTrend
Snap https://www.snapchat.com/add/jetsetjones
 
▼ RECOMMENDED
Below are my quick recommended places to shop, there is much more on my website but for those who are strapped for time the below list should get you started if your looking for trusted shops to buy from online.

▼ WHAT I USE TO MAKE VIDEOS
Camera http://tidd.ly/125cd154
Tripod http://tidd.ly/8c63eb0b
SDCards http://tidd.ly/b695242d
Laptop http://tidd.ly/691d950e
GoPro http://tidd.ly/a65064e0

Disclaimer : Clothing is my passion and I express this through YouTube and all my other social media platforms and other media for free. As much as I have researched into the many different brands, retailers and products, the informative content I produce is all of my own opinions, which you are free to use. I strongly advise that you also ensure that you carry out your own research so you can be fully informed on any information I have provided. 

The links used in this description earn a commission whenever a purchase is made, this helps go towards creating more great videos for my followers and as well as any other products or services we create at TheHoxtonTrend. WE ONLY promote stores which WE feel are a good fit for my followers, I will never promote a store or brand if I don’t feel it fits or is right for my audience no matter what. Our followers will always come first as they have supported me enough to be in the position that i’m in."
2019/12/19;jltsAQQQztc;OUTDOOR WINTER TESTING CANADA GOOSE, STONE ISLAND & MACKAGE;"▼ Discover Over 70,000+ Items from Multiple Trusted Retailers All in One Place   https://thehoxtontrend.com

▼ Latest Sales and Codes for Clothing Online
https://thehoxtontrend.com/sales-codes-hoxton-trend/

▼ INSTAGRAM - https://www.instagram.com/thehoxtontrend

▼ MY INSTAGRAM STORE - https://www.instagram.com/hoxtonswardobe

▼ OUR BUYING & SELLING FACEBOOK - https://www.facebook.com/groups/29470...

▼ BIO
Welcome to our first Test Drive video taking a look at the Canada Goose Parka and the Stone Island Quantum Pertex Y Jacket. 
How do they compare and stand up to the cold UK weather.


▼ NEW WEBSITE
My new website was built specifically for my followers. Here you can find trusted retailers, amazing deals, hot and popular items as well as exclusive content through our blog.
 
▼ GET IN TOUCH  
I get 100s of messages from followers every week and I usually work through them delay in my downtime, I can’t always get back to everyone but if you some questions and want to get in touch then feel free to.
 
Instagram https://www.instagram.com/thehoxtontrend
Twitter https://twitter.com/TheHoxtonTrend
Snap https://www.snapchat.com/add/jetsetjones"
2019/12/15;McjzpmbVsNI;TRYING OUT NEW MENS FASHION BRANDS AT MR PORTER | ORLEBAR BROWN | BEAMS | MR P;"▼ ALL ITEMS IN THIS VIDEO 

ORELBAR BROWN ISAAC GILET
https://prf.hn/l/7ONJDAK

BEAMS PLUS PANTS 
https://prf.hn/l/6qw1Ve7

MR P
https://prf.hn/l/62QYa0r

▼MORE FROM THE BRANDS 

SEE ALL ORLEBAR BROWN COLLECTION
https://prf.hn/l/78X3R87

SEE ALL BEAMS PLUS COLLECTIONS
https://prf.hn/l/rpD0MQr

SEE ALL MR P COLLECTIONS
https://prf.hn/l/6W9oDo7


▼ INSTAGRAM - https://www.instagram.com/thehoxtontrend
▼ MY INSTAGRAM STORE - https://www.instagram.com/hoxtonswardobe
▼ OUR BUYING & SELLING FACEBOOK - https://www.facebook.com/groups/HoxtonsMarketplace/

▼ BIO
In this video we take a look at some cool mens fashion brands from one of the UK's hottest mens dedicated fashion stores, Mr Porter.

I thought we could take a look at some different brands including Mr Porters clothing label MR P,  Orlebar Brown and Japanese brand Beams. I do a quick unboxing plus a try-on to see what the items are like.

Enjoy."
2019/12/01;7Kg62xryma0;I WAS SENT A WINTER MYSTERY BOX FROM STUARTS LONDON;"▼ CYBER MONDAY AT STUARTS OF LONDON
StuartsLondon - Get 15% off selected items USE CODE BLACKFRIDAY15 plus get 20% off Mackage, 30% off Pyrenex and 30% off A.P.C: CLICK HERE FOR DISCOUNT http://tidd.ly/462d0216

▼ BIO
This week I was lucky enough to get sent a Mystery Box from Stuarts London. So happy to do a mystery unboxing for the team and see what's inside. Enjoy

▼ NEW WEBSITE
Find the latest deals, new releases and fashion info right here.
http://www.thehoxtontrend.com/

▼ GET IN TOUCH  
helpmehox@thehoxtontrend.com

▼ INSTAGRAM
Stuarts London Official Instagram 
https://www.instagram.com/stuartslondon/?hl=en



Disclaimer : Clothing is my passion and I express this through YouTube and all my other social media platforms and other media for free. As much as I have researched into the many different brands, retailers and products, the informative content I produce is all of my own opinions, which you are free to use. I strongly advise that you also ensure that you carry out your own research so you can be fully informed on any information I have provided. 

The links used in this description earn a commission whenever a purchase is made, this helps go towards creating more great videos for my followers and as well as any other products or services we create at TheHoxtonTrend. WE ONLY promote stores which WE feel are a good fit for my followers, I will never promote a store or brand if I don’t feel it fits or is right for my audience no matter what. Our followers will always come first as they have supported me enough to be in the position that i’m in."
2019/11/27;40_abdTaZTw;🤯🤯TOP 10 BEST PLACES TO SHOP BLACK FRIDAY & CYBER MONDAY!!;"DOWNLOAD Shoptagr: 
http://www.clkmg.com/shoptagr_inc/hoxtontrend11
This video has been sponsored by Shoptagr

▼ OUR BLACK FRIDAY SHOPPING SELECTIONS 

Coggles - Get 40% off Sitewide for Big brands like Balmain, Dsquared2, Kenzo and more USE CODE CG40 for a limited period CLICK HERE FOR DISCOUNT http://tidd.ly/757004c9

GetTheLabel - Get 30% off selected items use code BF30 
CLICK HERE FOR DISCOUNT https://click.linksynergy.com/deeplink?id=86vGKsREilg&mid=39955&murl=https%3A%2F%2Fwww.getthelabel.com

Tessuti - Get Up to 40% off selected designer items 
CLICK HERE FOR DISCOUNT http://tidd.ly/a15cecee

FootAsylum - Use Code BF19 for 19% off Full price items 
CLICK HERE FOR DISCOUNT http://tidd.ly/e8e41874

Flannels - Get £100 Flannels voucher for every £500 spent 
CLICK HERE FOR DISCOUNT http://tidd.ly/c3a7a3a3

Brown Bag Clothing - Get Up to 70% off selected items 
CLICK HERE FOR DISCOUNT http://tidd.ly/b1761120

WoodHouse Clothing - Get Up to 50% off selected items 
CLICK HERE FOR DISCOUNT http://tidd.ly/8ee746b1

Nike - Get 15% Off Full Price items USE CODE OVERTIME15 AT CHECKOUT 
CLICK HERE FOR DISCOUNT http://tidd.ly/e99305c9

StuartsLondon - Get 15% off selected items USE CODE BLACKFRIDAY15 plus get 20% off Mackage, 30% off Pyrenex and 30% off A.P.C 
CLICK HERE FOR DISCOUNT http://tidd.ly/462d0216

Circle Fashion - Get 30% off selected full price items use code BF30 or use Code X25 for 25% off sale items or code EX20 for 20% off Canada Goose 
CLICK HERE FOR DISCOUNT http://tinyurl.com/uzmas28 

▼ FOR A LOT MORE BLACK FRIDAY & CYBER MONDAY DEALS 
CLICK HERE TO ACCESS https://thehoxtontrend.com

▼ BIO
So lots of my followers have asked me to look at some of my fave places to shop this coming Black Friday. In this video i've highlighted some of my fave trusted stores for you to check out and the best deals i've come across online. Enjoy

▼ NEW WEBSITE
Find the latest deals, new releases and fashion info right here.
http://www.thehoxtontrend.com/

▼ GET IN TOUCH  
helpmehox@thehoxtontrend.com

▼ INSTAGRAM
Official Instagram https://www.instagram.com/thehoxtontrend Personal Store https://www.instagram.com/hoxtonswardrobe/ Personal Instagram https://www.instagram.com/thehoxtontravels/
Learn to Spot Fakes https://www.instagram.com/fakespotta/
Clothing Archive https://www.instagram.com/theclothingarchive/

Twitter https://twitter.com/TheHoxtonTrend
Snap https://www.snapchat.com/add/jetsetjones
 
▼ RECOMMENDED
Below are my quick recommended places to shop, there is much more on my website but for those who are strapped for time the below list should get you started if your looking for trusted shops to buy from online.

▼ WHAT I USE TO MAKE VIDEOS
Camera http://tidd.ly/125cd154
Tripod http://tidd.ly/8c63eb0b
SDCards http://tidd.ly/b695242d
Laptop http://tidd.ly/691d950e
GoPro http://tidd.ly/a65064e0

Disclaimer : Clothing is my passion and I express this through YouTube and all my other social media platforms and other media for free. As much as I have researched into the many different brands, retailers and products, the informative content I produce is all of my own opinions, which you are free to use. I strongly advise that you also ensure that you carry out your own research so you can be fully informed on any information I have provided. 

The links used in this description earn a commission whenever a purchase is made, this helps go towards creating more great videos for my followers and as well as any other products or services we create at TheHoxtonTrend. WE ONLY promote stores which WE feel are a good fit for my followers, I will never promote a store or brand if I don’t feel it fits or is right for my audience no matter what. Our followers will always come first as they have supported me enough to be in the position that i’m in."
2019/11/24;jBNHj9UeN7A;OUTDOOR WINTER TEST | CANADA GOOSE CHILLIWACK VS CANADA GOOSE WYNDHAM PARKA JACKET;"▼ Discover Over 70,000+ Items from Multiple Trusted Retailers All in One Place CLICK HERE https://thehoxtontrend.com

▼ INSTAGRAM - https://www.instagram.com/thehoxtontrend

▼ MY INSTAGRAM STORE - https://www.instagram.com/hoxtonswardobe

▼ OUR BUYING & SELLING FACEBOOK - https://www.facebook.com/groups/HoxtonsMarketplace/

▼ BIO
Welcome to our second Test Drive video taking a look at the Canada Goose Chilliwack and the Canada Goose Wyndham park jackets.

 
How do they compare and stand up to the cold UK weather, we'll find out in this video, enjoy.


▼ NEW WEBSITE
My new website was built specifically for my followers. Here you can find trusted retailers, amazing deals, hot and popular items as well as exclusive content through my blog TheHoxReport. The site has just started so it’s still in early days but I’m excited to see where it can go. Enjoy!
http://www.thehoxtontrend.com/
 
▼ GET IN TOUCH  
I get 100s of messages from followers every week and I usually work through them delay in my downtime, I can’t always get back to everyone but if you some questions and want to get in touch then feel free to.
 
Instagram https://www.instagram.com/thehoxtontrend
Twitter https://twitter.com/TheHoxtonTrend
Snap https://www.snapchat.com/add/jetsetjones
 

 Disclaimer : Clothing is my passion and I express this through YouTube and all my other social media platforms and other media for free. As much as I have researched into the many different brands, retailers and products, the informative content I produce is all of my own opinions, which you are free to use. I strongly advise that you also ensure that you carry out your own research so you can be fully informed on any information I have provided. 

The links used in this description earn a commission whenever a purchase is made, this helps go towards creating more great videos for my followers and as well as any other products or services we create at TheHoxtonTrend. I only promote stores which I feel are a good fit for my followers, I will never promote a store or brand if I don’t feel it fits or is right for my audience no matter what. My followers will always come first as they have supported me enough to be in the position that i’m in."
2019/11/22;gZwiZWy71XA;FOOTASYLUM SENT US THE JORDAN 1 NEWSPAPER TRAINERS TO UNBOX;"TRAINERS IN THIS VIDEO:

AJ1 Newspaper trainers - CLICK HERE http://tidd.ly/3f6367d4

Nike React Element 55 Trainer | Black / Gunsmoke / Black  
http://tidd.ly/87a928c0

Nike Air Max 720 Trainer | Black / Anthracite / Black
http://tidd.ly/bda72de2

In this video we take a look at the highly anticipated release of the 'AJ1 Newspaper trainers’ Myself and Kikks Official give a full review on the style, history and overall comfortability of the new silhouette.

We also take a look at the Nike React Element 55 Trainer | Black / Gunsmoke / Black & Nike Air Max 720 Trainer | Black / Anthracite / Black
Comment in the comments section below on which one of these trainers you like the most!"
2019/11/17;JiiixEex-z0;OUTDOOR WINTER TEST | CANADA GOOSE CARSON VS STONE ISLAND QUANTUM PERTEX  |;"▼ Discover Over 70,000+ Items from Multiple Trusted Retailers All in One Place   https://thehoxtontrend.com

▼ INSTAGRAM - https://www.instagram.com/thehoxtontrend

▼ MY INSTAGRAM STORE - https://www.instagram.com/hoxtonswardobe

▼ OUR BUYING & SELLING FACEBOOK - https://www.facebook.com/groups/29470...

▼ BIO
Welcome to our first Test Drive video taking a look at the Canada Goose Parka and the Stone Island Quantum Pertex Y Jacket. 
How do they compare and stand up to the cold UK weather.


▼ NEW WEBSITE
My new website was built specifically for my followers. Here you can find trusted retailers, amazing deals, hot and popular items as well as exclusive content through my blog TheHoxReport. The site has just started so it’s still in early days but I’m excited to see where it can go. Enjoy!
http://www.thehoxtontrend.com/
 
▼ GET IN TOUCH  
I get 100s of messages from followers every week and I usually work through them delay in my downtime, I can’t always get back to everyone but if you some questions and want to get in touch then feel free to.
 
Instagram https://www.instagram.com/thehoxtontrend
Twitter https://twitter.com/TheHoxtonTrend
Snap https://www.snapchat.com/add/jetsetjones
 
▼ RECOMMENDED
Below are my quick recommended places to shop, there is much more on my website but for those who are strapped for time the below list should get you started if your looking for trusted shops to buy from online.
 
▼BEST HIGH END – Typically best for items over £300, here you’ll find stores with items such as Stone Island, CP Company, Canada Goose, Burberry and more.

LuisaViaRoma - http://bit.ly/1XZOcwb
Browns Fashion http://bit.ly/2ow4CAm
Aphrodite1994 - http://bit.ly/2FaOj33
Coggles - http://tidd.ly/cf85608d
EndClothing -http://tidd.ly/cbd5d6ab
Farfetch - https://bit.ly/2IVynWa
Flannels - http://tidd.ly/6f870c58
MatchesFashion - http://bit.ly/2mdywXI
Stuarts of London - http://bit.ly/2mfylu9
Zee&Co - http://tidd.ly/3183ed32

▼BEST LOWER PRICE – Typically best items below £300 here you will find Brands such as the The North Face, Fred Perry, Hugo Boss, Nudie Jeans and much more

Snow + Rock http://tinyurl.com/y4vjat62
Cotswold Outdoors http://tinyurl.com/yc2d83gh
EQVS http://tidd.ly/5371e6b6
GetTheLabel http://bit.ly/2erf4WW
Mainlinemenswear - http://bit.ly/2au0JVS
StandOut http://tinyurl.com/gtrjbr2
USC http://tidd.ly/1da9aedf

▼ WHAT I USE TO MAKE VIDEOS
Camera http://tidd.ly/125cd154
Tripod http://tidd.ly/8c63eb0b
SDCards http://tidd.ly/b695242d
Laptop http://tidd.ly/691d950e
GoPro http://tidd.ly/a65064e0

 
Disclaimer : Clothing is my passion and I express this through YouTube and all my other social media platforms and other media for free. As much as I have researched into the many different brands, retailers and products, the informative content I produce is all of my own opinions, which you are free to use. I strongly advise that you also ensure that you carry out your own research so you can be fully informed on any information I have provided. 

The links used in this description earn a commission whenever a purchase is made, this helps go towards creating more great videos for my followers and as well as any other products or services we create at TheHoxtonTrend. I only promote stores which I feel are a good fit for my followers, I will never promote a store or brand if I don’t feel it fits or is right for my audience no matter what. My followers will always come first as they have supported me enough to be in the position that i’m in."
2019/11/14;0ecObmzXrHE;5 BILLS FULL OUTFIT CHALLENGE PLUS £500 GIVEAWAY;"DOWNLOAD Shoptagr: 
http://www.clkmg.com/shoptagr_inc/hoxtontrend11
This video has been sponsored by Shoptagr
In this video we select a full outfit for £500 from various premium retailers using our new shopping portal 

https://thehoxtontrend.com

Take a look as we show you how easy it is to use our site to find good deals, discover new items and places to shop, whilst staying within a set budget.

Hope you enjoy the video

COMPETITION HAS ENDED"
2019/11/03;7kmNfzzgVvs;WHICH IS BETTER??? CANADA GOOSE MACMILLAN VS MAITLAND PARKA  | FULL REVIEW;"▼ GET 20% OFF A NEW CANADA GOOSE SEE OFFFER HERE ON OUR WEBSITE -   https://thehoxtontrend.com/sales-and-codes/
 
▼ INSTAGRAM - https://www.instagram.com/thehoxtontrend

▼ MY INSTAGRAM STORE - https://www.instagram.com/hoxtonswardrobe

▼ OUR BUYING & SELLING FACEBOOK - https://www.facebook.com/groups/29470...

▼ BIO
Two of Canada Goose most popular jackets the Canada Goose Maitland & MacMIllan Parka, which one is better, let's find out. Enjoy


▼ NEW WEBSITE
My new website was built specifically for my followers. Here you can find trusted retailers, amazing deals, hot and popular items as well as exclusive content through my blog TheHoxReport. The site has just started so it’s still in early days but I’m excited to see where it can go. Enjoy!
http://www.thehoxtontrend.com/
 
▼ GET IN TOUCH  
I get 100s of messages from followers every week and I usually work through them delay in my downtime, I can’t always get back to everyone but if you some questions and want to get in touch then feel free to.
 
Instagram https://www.instagram.com/thehoxtontrend
Twitter https://twitter.com/TheHoxtonTrend
Snap https://www.snapchat.com/add/jetsetjones
 
▼ RECOMMENDED
Below are my quick recommended places to shop, there is much more on my website but for those who are strapped for time the below list should get you started if your looking for trusted shops to buy from online.
 
▼BEST HIGH END – Typically best for items over £300, here you’ll find stores with items such as Stone Island, CP Company, Canada Goose, Burberry and more.

LuisaViaRoma - http://bit.ly/1XZOcwb
Browns Fashion http://bit.ly/2ow4CAm
Aphrodite1994 - http://bit.ly/2FaOj33
Coggles - http://tidd.ly/cf85608d
EndClothing -http://tidd.ly/cbd5d6ab
Farfetch - https://bit.ly/2IVynWa
Flannels - http://tidd.ly/6f870c58
MatchesFashion - http://bit.ly/2mdywXI
Stuarts of London - http://bit.ly/2mfylu9
Zee&Co - http://tidd.ly/3183ed32

▼BEST LOWER PRICE – Typically best items below £300 here you will find Brands such as the The North Face, Fred Perry, Hugo Boss, Nudie Jeans and much more

Snow + Rock http://tinyurl.com/y4vjat62
Cotswold Outdoors http://tinyurl.com/yc2d83gh
EQVS http://tidd.ly/5371e6b6
GetTheLabel http://bit.ly/2erf4WW
Mainlinemenswear - http://bit.ly/2au0JVS
StandOut http://tinyurl.com/gtrjbr2
USC http://tidd.ly/1da9aedf

▼ WHAT I USE TO MAKE VIDEOS
Camera http://tidd.ly/125cd154
Tripod http://tidd.ly/8c63eb0b
SDCards http://tidd.ly/b695242d
Laptop http://tidd.ly/691d950e
GoPro http://tidd.ly/a65064e0

 
Disclaimer : Clothing is my passion and I express this through YouTube and all my other social media platforms and other media for free. As much as I have researched into the many different brands, retailers and products, the informative content I produce is all of my own opinions, which you are free to use. I strongly advise that you also ensure that you carry out your own research so you can be fully informed on any information I have provided. 

The links used in this description earn a commission whenever a purchase is made, this helps go towards creating more great videos for my followers and as well as any other products or services we create at TheHoxtonTrend. I only promote stores which I feel are a good fit for my followers, I will never promote a store or brand if I don’t feel it fits or is right for my audience no matter what. My followers will always come first as they have supported me enough to be in the position that i’m in."
2019/10/31;623Z-KIRyuY;I&#39,M BACK - STONE ISLAND DAVID TC PARKA JACKET PRIMALOFT | FULL REVIEW;"▼ Discover Over 70,000+ Items from Multiple Trusted Retailers All in One Place  https://thehoxtontrend.com

▼ INSTAGRAM - https://www.instagram.com/thehoxtontrend

▼ MY INSTAGRAM STORE - https://www.instagram.com/hoxtonswardobe

▼ OUR BUYING & SELLING FACEBOOK - https://www.facebook.com/groups/29470...

▼ BIO
First review in a long while, back with a bang reviewing this Stone Island David TC Parka Jacket. Enjoy


▼ NEW WEBSITE
My new website was built specifically for my followers. Here you can find trusted retailers, amazing deals, hot and popular items as well as exclusive content through my blog TheHoxReport. The site has just started so it’s still in early days but I’m excited to see where it can go. Enjoy!
http://www.thehoxtontrend.com/
 
▼ GET IN TOUCH  
I get 100s of messages from followers every week and I usually work through them delay in my downtime, I can’t always get back to everyone but if you some questions and want to get in touch then feel free to.
 
Instagram https://www.instagram.com/thehoxtontrend
Twitter https://twitter.com/TheHoxtonTrend
Snap https://www.snapchat.com/add/jetsetjones
 
▼ RECOMMENDED
Below are my quick recommended places to shop, there is much more on my website but for those who are strapped for time the below list should get you started if your looking for trusted shops to buy from online.
 
▼BEST HIGH END – Typically best for items over £300, here you’ll find stores with items such as Stone Island, CP Company, Canada Goose, Burberry and more.

LuisaViaRoma - http://bit.ly/1XZOcwb
Browns Fashion http://bit.ly/2ow4CAm
Aphrodite1994 - http://bit.ly/2FaOj33
Coggles - http://tidd.ly/cf85608d
EndClothing -http://tidd.ly/cbd5d6ab
Farfetch - https://bit.ly/2IVynWa
Flannels - http://tidd.ly/6f870c58
MatchesFashion - http://bit.ly/2mdywXI
Stuarts of London - http://bit.ly/2mfylu9
Zee&Co - http://tidd.ly/3183ed32

▼BEST LOWER PRICE – Typically best items below £300 here you will find Brands such as the The North Face, Fred Perry, Hugo Boss, Nudie Jeans and much more

Snow + Rock http://tinyurl.com/y4vjat62
Cotswold Outdoors http://tinyurl.com/yc2d83gh
EQVS http://tidd.ly/5371e6b6
GetTheLabel http://bit.ly/2erf4WW
Mainlinemenswear - http://bit.ly/2au0JVS
StandOut http://tinyurl.com/gtrjbr2
USC http://tidd.ly/1da9aedf

▼ WHAT I USE TO MAKE VIDEOS
Camera http://tidd.ly/125cd154
Tripod http://tidd.ly/8c63eb0b
SDCards http://tidd.ly/b695242d
Laptop http://tidd.ly/691d950e
GoPro http://tidd.ly/a65064e0

 
Disclaimer : Clothing is my passion and I express this through YouTube and all my other social media platforms and other media for free. As much as I have researched into the many different brands, retailers and products, the informative content I produce is all of my own opinions, which you are free to use. I strongly advise that you also ensure that you carry out your own research so you can be fully informed on any information I have provided. 

The links used in this description earn a commission whenever a purchase is made, this helps go towards creating more great videos for my followers and as well as any other products or services we create at TheHoxtonTrend. I only promote stores which I feel are a good fit for my followers, I will never promote a store or brand if I don’t feel it fits or is right for my audience no matter what. My followers will always come first as they have supported me enough to be in the position that i’m in."
2019/09/08;E6qtmUH7CC4;WE CHECKED OUT STUARTS LONDON | STORE TOUR;"▼AW19 CP COMPANY COLLECTIONS
http://tidd.ly/1ab1d8bc

▼AMI COLLECTIONS
http://tidd.ly/75eddfb9

▼BARACUTA COLLECTIONS
http://tidd.ly/ce08a7c0

▼BELSTAFF COLLECTIONS
http://tidd.ly/6035e637

▼NORSE PROJECTS COLLECTIONS
http://tidd.ly/441ab161

▼BELSTAFF COLLECTIONS
http://tidd.ly/6035e637

▼NIKE COLLECTIONS
http://tidd.ly/7ec77e0d

▼NONE OF THE ABOVE COLLECTIONS
http://tidd.ly/32b182a4

▼ALL FOOTWEAR COLLECTIONS
http://tidd.ly/e48505f4

▼FRED PERRY RE-ISSUES 
http://tidd.ly/cd2b489e

▼Visit our website 
https://thehoxtontrend.com"
2019/08/28;J4OiZZtNkik;HOW TO SPOT A  FAKE DSQUARED T-SHIRT | FAKE VS REAL;"✪BIO
In this episode we take a close look at the Dsquared2 summer T-Shirts which have been super popular lately unfortunately there seems to be some many fakes around, we we'll be checking to see how we can spot to see how difference between a Fake & Real Dsquared T-short. Hopefully people will find this helpful. Enjoy.

✪ Find Genuine Dsquared Items
https://thehoxtontrend.com/

✪ Our Website is getting an overhaul and promises to be a great place to find clothing for men online.
https://thehoxtontrend.com/

✪ Get free legit checks, buy and sell clothing for free and ask your questions about fashion on our facebook now with other 2k followers
https://www.facebook.com/groups/294705214561546/"
2019/08/11;4qXN_m0s5j0;HOW TO  SPOT A FAKE DSQUARED2 TRUCKER HAT? FAKE VS REAL;"✪BIO
In this episode I take a close look at the ultra Dsquared2 trucker to see how we can tell the difference between the a Fake & Real cap. Hopefully people will find this helpful. Enjoy.

▼FIND THE BEST BRANDS, THE BEST DEALS IN LUXURY/PREMIUM CLOTHING & FOOTWEAR
 CLICK HERE https://thehoxtontrend.com

✪ Buy the Genuine hat 
http://tidd.ly/2ba7805a

✪ If you looking for deals on clothing check out my Instastore for followers only.
https://www.instagram.com/hoxtonswardrobe/

✪ Our Website is getting an overhaul and promises to be a great place to find clothing for men online.
https://thehoxtontrend.com/

✪ Get free legit checks, buy and sell clothing for free and ask your questions about fashion on our facebook now with other 2k followers
https://www.facebook.com/groups/294705214561546/"
2019/08/07;s5snqe5KoaE;How to Spot a Fake Canada Goose Chilliwack Jacket?;"In this episode I take a close look at the Canada Goose Chilliwack to see how we can tell the difference between the a Fake & Real jacket. Hopefully people will find this helpful. Enjoy.

▼FIND THE BEST BRANDS, THE BEST DEALS IN LUXURY/PREMIUM CLOTHING & FOOTWEAR
 CLICK HERE https://thehoxtontrend.com

✪ If you looking for deals on clothing check out my Instastore for followers only.
https://www.instagram.com/hoxtonswardrobe/

✪ Our Website is getting an overhaul and promises to be a great place to find clothing for men online.
https://thehoxtontrend.com/

✪ Get free legit checks, buy and sell clothing for free and ask your questions about fashion on our facebook now with other 2k followers
https://www.facebook.com/groups/294705214561546/"
